"text","word_scores","compound","pos","neu","neg","but_count"
"I welcome the @ClimateCrisis Committeeâ€™s #ClimateCrisis Action Plan, a long overdue blueprint for federal action on climate. I applaud its focus on creating new jobs, building back by accelerating clean energy solutions, &amp; putting communities of color at the center. #ActOnClimate","{0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 1.7, 1.1, 0.7, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.914,0.296,0.704,0,0
"Moving forward from #COVID19 means we have an obligation to rethink the relationships among business, markets, government and society. We must deliver a sustainable form of capitalism. My latest op-ed with David Blood (behind paywall). https://t.co/OVQGUN6ybH via @WSJ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"You can preorder it here: https://t.co/kU03WBTFAo 2/2","{0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"If you are looking for summer reads, I recommend Hello Darkness, My Old Friend -- an inspiring book about the importance of fellowship and perseverance in the face of adversity! <U+200B>Written by Sandy Greenberg, a longtime friend whose whole life is also inspiring. 1/2","{0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, -1, 0, 0, 2.2, 0, 0, 1.8, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 1.8, 0}",0.91,0.298,0.62,0.083,0
"The science and solutions needed to fight the climate crisis are in our hands â€“ now itâ€™s time to act. Join me and @ClimateReality for our first virtual training event, and discover how you can fight for a sustainable, healthy future for all! Register now: https://t.co/zjZPg87xpX https://t.co/uGMh7OHGYp","{0, 0, 0, 0.7, 0, 0, -1.6, 0, 0, -3.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0}",-0.611,0.115,0.717,0.168,0
"Please use this weekend to stand up for what is needed in our country right now: moral revival &amp; transformative change. Follow @unitethepoor &amp; @Mvmnt4BlkLives. 2/2","{1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.318,0.084,0.916,0,0
"Today, we commemorate the end of slavery &amp; celebrate Black freedom. Yet, the fight for equality and justice continues in the face of systemic racism, police brutality, ecological devastation and the climate crisis. There can be no climate justice without racial justice. 1/2","{0, 0, 0, 0, 0, 0, -3.8, 0, 2.7, 0, 3.2, 0, 0, -1.6, 0, 0, 0, 2.4, 0, 0, 0, 0, 0, 0, -3.1, 0, -3, 0, -1.8, 0, 0, 0, -3.1, 0, 0, 0, 0, 0, -1.776, 0, 0, -1.776, 0}",-0.949,0.159,0.449,0.392,0
"5 years after the groundbreaking encyclical #LaudatoSi, the Vatican has called on the worldâ€™s 1.2 billion Catholics to #divest from fossil fuels. God bless @Pontifex for his strength and moral leadership. https://t.co/JAWUjy2cqi","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 1.8, 0, 0, 0, 2.2, 0, 0, 0, 0}",0.796,0.218,0.782,0,0
"Proud to join @RevDrBarber and the #PoorPeoplesCampaign on June 20 to help end ecological devastation affecting the 140 million poor &amp; low wealth people across our country. https://t.co/0X6rq1vzto","{2.1, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, -1.8, 0, 0, 0, 0, -2.1, 0, -1.1, 2.2, 0, 0, 0, 0, 0}",0.494,0.279,0.522,0.199,0
"Our climate is in crisis. Our democracy is in crisis. Justice is in crisis. Our health is in crisis. Join me July 18-26 for the first virtual @ClimateReality Leadership Corps Global Training and become part of the solution. #LeadOnClimate Register now: https://t.co/zjZPg87xpX https://t.co/eARdJmkYMq","{0, 0, 0, 0, -3.1, 0, 0, 0, 0, -3.1, 2.4, 0, 0, -3.1, 0, 0, 0, 0, -3.1, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0}",-0.889,0.131,0.597,0.272,0
"Congratulations to my friend Dr. Rattan Lal for being selected as the 2020 @worldfoodprize Laureate! Lal has done so much to advance soil science as a solution to the climate crisis &amp; to help increase global food security. #foodprize20 https://t.co/YgX6WNbMUh","{2.9, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, -3.1, 0, 0, 1.7, 1.3, 0, 0, 1.4, 0, 0}",0.9,0.315,0.609,0.076,0
"The need for climate action is bound together with the struggle for racial equality and liberation. Here is my statement on the recent demonstrations across America. https://t.co/9zxno9e6Zu https://t.co/sC2UMjMSsw","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.318,0,0.922,0.078,0
"Will the president ask why the oceans are the warmest ever measured? And why that makes hurricanes stronger? And why the strongest are more numerous?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 1.9, 0, 0, 0}",0.829,0.284,0.716,0,0
"Scientists predict a potentially heavy hurricane season. Experts warn of the consequences in a pandemic â€“ evacuations spreading the virus, sheltering in proximity &amp; resource shortages. Today's briefing is a chance for the President to listen &amp; protect us.
 https://t.co/LZ1GLmt92C","{0, 0, 0, 0, 0, 0, 0, 0, -0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.6, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1.6, 0, 0}",0.382,0.106,0.826,0.069,0
"Sounds familiar. A sophisticated, coordinated social media propaganda campaign using lots of bots to sow division, this time trying to tear Americans apart on our response to the pandemic. Somebody aligned with Trump. Hmm. Who could it be? https://t.co/gfrEAQJKRH","{0, 0, 0, 2.6, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.382,0.085,0.869,0.047,0
"It is important to remember that we are in the midst of two crises - the #coronavirus pandemic and climate change. We need to build back better as we fight both. https://t.co/aYOfCpCqoM","{0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, -1.6, 0, 0}",0.273,0.129,0.799,0.072,0
"I love this song! Check out and download this brilliantly creative new video from @okgo, and help support a great cause! 100% of profits go to @PIH working to care for the most vulnerable right now. https://t.co/73SQMAllvG","{0, 3.2, 0, 0, 0, 0, 0, 0, 0, 3, 1.9, 0, 0, 0, 0, 0, 1.7, 1.7, 0, 3.1, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, -1.193, 0, 0, 0}",0.978,0.475,0.487,0.038,0
"The same destructive forces that deny the established science of the climate crisis are denying the truth about the toll of the coronavirus. Itâ€™s the same playbook and itâ€™s cancerous for our democracy. https://t.co/Xv1wHvZOyQ","{0, 0, -3, 0, 0, -1.4, 0, 0, 0, 0, 0, 0, -3.1, 0, -1.4, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.891,0.052,0.656,0.292,0
"Iâ€™m excited to join @drsanjaygupta and @andersoncooper tonight for a live #CNNTownHall on Coronavirus - Facts and Fears, at 8 p.m. ET. I hope you will tune in! https://t.co/KdYnNo0pvq","{0, 1.4, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0}",0.611,0.219,0.702,0.079,0
"We need strong moral leadership to solve our most pressing social challenges. Explore best practices of moral leaders across the globe in Manifesto for a Moral Revolution, a new book by @nytimes bestselling author and my friend @jnovogratz. #MoralRevolution https://t.co/jydTzYu4fK","{0, 0, 2.3, 0, 0, 0, 0.8, 0, 0, 0, 0, 0.5637, 0, 3.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0}",0.92,0.287,0.713,0,0
"Global crises like COVID-19 &amp; the climate crisis have made it clear: it's essential that we put this unusual time apart physically to good use. On this final day of #EarthDayLive, take the time to support a better, thriving democracy by registering to vote.https://t.co/qvERD7Xn60","{0, 0, 1.5, 0, 0, 0, 0, -3.1, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 1.9, 0, 0, 0, 0, 0, 0}",0.818,0.244,0.682,0.074,0
"I am proud to endorse my friend Joe Biden for President, and I'm looking forward to our virtual #EarthDay50 event at 2:30pm ET today. WATCH HERE: https://t.co/dzFziVVgWc","{0, 0, 2.1, 0, 1.3, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.822,0.264,0.736,0,0
"I start every slide show with this image of Earthrise, as a reminder that we share a common home. As I reflect on this Earth Day, this message resonates as powerfully as ever. We can only solve big challenges, and ensure the prosperity of future generations, together. https://t.co/YlcUgjjnAd","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0.3, 0, 1.6, 0, 0, 0, 0, 0, 0, 0}",0.71,0.152,0.848,0,0
"The climate crisis is a global emergency that we must be prepared for. Iâ€™m thrilled to join young leaders and allies from across the world from April 22-24 for #EarthDayLive, a 72-hour live stream starting on #EarthDay: https://t.co/1BuSHUo0aB #StrikeWithUs @FutureCoalition","{0, 0, -3.1, 0, 0, 0, -1.6, 0, 0, 0, 0, 0.9, 0, 0, 1.9, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.178,0.144,0.719,0.138,0
"I knew Woody Brosnan to be a trusted and diligent reporter for 35 years in TN and in Washington, DC, where he covered Congress and the White House with the utmost integrity. We will miss you, Woody. Rest In Peace.","{0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, -0.6, 0, 0, 0, 0, 2.5}",0.822,0.197,0.769,0.034,0
"Despite evidence that burning fossil fuels is a precondition that raises the death rate from #COVID19, @EPA chose not to lower a pollution threshold that would save thousands of lives. We need leadership that puts our health ahead of oil execs profits. https://t.co/zVlCKhpP3l","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.9, 0, 0, 0, 0, 0, 0, 0, 0.888, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0}",0.475,0.157,0.766,0.077,0
"So proud of https://t.co/Qh6KFup2fS, a foundation set up by my friend @NormOrnstein in honor of his late son, Matthew. Tune into PBS tonight at 10pm EST for Definition of Insanity about programs to rehabilitate non-violent offenders with mental illness. https://t.co/zRvrieROLo","{0, 2.393, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.7, 0, 0, 0, 0, 0, -1.5, 0, 0, -1.7, 0}",0.225,0.186,0.645,0.169,0
"The Nashville community and the whole world have lost a special and beloved voice with the passing of @JohnPrineMusic. He had a unique way of illuminating the human condition with his brilliant and soulful songs. We will always be grateful for your music. May you rest in peace.","{0, 0, 0, 0, 0, 0, 0, 0, -1.3, 0, 1.7, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2.5}",0.933,0.269,0.693,0.038,0
"Thank you to all the healthcare professionals and workers taking care of our communities in this crisis. #StayHome when you can to help #FlattenTheCurve, and while youâ€™re at home, take a moment to register to vote and most importantly, stay safe. https://t.co/bVYTh485xK","{1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, -3.1, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.593, 0, 2.1637, 0}",0.842,0.261,0.664,0.076,0
"Instead of oil execs profits, the White House meeting should be focused on building a strong economic future &amp; creating jobs by tapping into the huge growth &amp; cost declines of clean energy. The President should not give even more taxpayer subsidies to dirty oil &amp; gas. Ridiculous!","{0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 2.3, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 1.3, 1.6, 0, 0, 0, 0, 1.7, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.9, 0, 0, 0, -1.5}",0.927,0.326,0.59,0.084,0
"Thanks @cnntonight &amp; @donlemon for having me on your show! Itâ€™s true that you canâ€™t gaslight a virus. Also true that we need a firm &amp; focused nationwide policy, not a piecemeal, fragmented approach. Now! The scientific facts make it clear, that is how we will #flattenthecurve. https://t.co/u2g7gJ0pjJ","{1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0}",0.923,0.249,0.751,0,0
"The President is imposing a rule that will increase pollution by nearly a billion tons of CO2 &amp; result in drivers paying more at the pump. Bad policy &amp; reckless timing as Americans cope w/ a pandemic exacerbated by air pollution. He must be held to account.https://t.co/vVKBzv2Snm","{0, 0, 0, -0.4, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.5, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.649,0.043,0.813,0.144,0
"Access for Drs &amp; nurses is top priority for masks, as we maintain physical distancing, hand washing &amp; other critical policies. But when supplies become available, evidence shows that #Masks4All can be another important way to slow transmission of #COVID19. https://t.co/Mdf9BBtJIK","{0, 0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, -0.65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0}",0.468,0.129,0.834,0.037,1
"This is a shameful abdication of responsibility by @EPA. President Trump is using a public health crisis to justify a free allowance to pollute our air &amp; water. Pollution enforcement can proceed while protecting workers &amp; the public from the #Coronavirus. https://t.co/tib3gXSxil","{0, 0, 0, -2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.1, 0, 0, 0, 2.3, 0, 0, -2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.807,0.064,0.732,0.204,0
"During this challenging time, a commitment to our childrenâ€™s education can and should remain a central priority. For parents that have taken on the responsibility to home-school their children, the @Khanacademy provides vital interactive resources. https://t.co/BucKkB1rTL","{0, 0, 0.6, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0}",0.66,0.162,0.838,0,0
"I am praying for those who lost loved ones and whose lives are affected by the #NashvilleTornado. I grieve with my community in Nashville and Middle Tennessee today. Thankful for the first responders and everyone out lending a hand today in recovery. We will persevere.","{0, 0, 1.5, 0, 0, 0, -1.3, 2.9, 0, 0, 0, 0, 0, -0.6, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0}",0.832,0.23,0.657,0.112,0
"Young people continue to #LeadOnClimate with moral conviction. @ClimateReality leader @Jamie_Margolin and @thisiszerohour is going on tour with @the_ncc_ to make sure the climate crisis is a top issue for Americans. RSVP for the #Vote4OurFuture TOUR at: https://t.co/rz1swFJWyZ https://t.co/Z3z4Jo2k6K","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, -3.1, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.25,0.093,0.814,0.093,0
"Minister Koizumi's leadership to review Japanâ€™s support for coal is a significant and positive step. Japan should change its coal export credit policy and increase its ambition to reduce global warming emissions. This is a pivotal leadership opportunity for Japan. https://t.co/Osd8VNdTfg","{0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0.8, 0, 2.6, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 1.3, 0, 0, 0, 0, 0, 0.6, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0}",0.937,0.339,0.661,0,0
"From April 14-16, I'll be in San Antonio, Texas to train a new class of grassroots climate activists to #LeadOnClimate at this critical moment. Join me to get the skills, knowledge, and network to affect real change in your community. Apply here: https://t.co/3UeCupK84K","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.3, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.026,0.048,0.901,0.051,0
"I enthusiastically support @chelliepingree's Agriculture Resilience Act that puts farmers at the center of a comprehensive plan to achieve net-zero emissions from the US agricultural system by 2040. Here is my full statement. https://t.co/i1dJHFeVyg","{0, 2.6, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.807,0.211,0.789,0,0
"Drought. Extreme heat. Coastal flooding. Texas is experiencing the climate crisis first-hand, but itâ€™s also leading solutions like wind &amp; solar. Join our grassroots movement at the upcoming @ClimateReality training in San Antonio this April. #LeadOnClimate https://t.co/3UeCupK84K https://t.co/gDRexO2iS1","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.55, 0, 0, 0, 0, 0, 1.05, 2.25, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.676,0.181,0.761,0.057,1
"Iâ€™m excited to launch a new voter registration campaign with @ClimateRealAF focused on engaging youth to vote on #climate this November. We start with a visit to @TexasSouthern tomorrow with my friend @DrBobBullard. https://t.co/omvFoSelxO","{0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0}",0.862,0.261,0.739,0,0
"The growth of clean energy in America continues to drive fossil fuels out of the market. New data from @BloombergNEF shows that 70% of new power capacity in the U.S. in 2019 came from wind &amp; solar. Their cost continues to accelerate downward. This is a Sustainability Revolution.","{0, 1.6, 0, 1.7, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.751,0.141,0.859,0,0
"Great event at #FosterOurFuture2020 where I joined @SenStabenow to talk about how farmers are leading solutions to the climate crisis. Agriculture can &amp; should play a leading role in cutting emissions &amp; sequestering carbon. https://t.co/DTa9aUYFMB https://t.co/DTa9aUYFMB","{3.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0, 0, 0, -3.1, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, -0.5, 0, 0, 0, 0, 0, 0}",0.382,0.183,0.692,0.125,0
"Proud to stand alongside @RevDrBarber in our fight for ecological justice against the Atlantic Coast Pipeline and to protect the most vulnerable among us. Join us in Washington, DC on June 20 for the Mass Poor Peopleâ€™s Assembly. https://t.co/r7LI3m5jZD","{2.1, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 2.4, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, -1.193, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0}",0.528,0.221,0.625,0.154,0
"So proud of my daughter <U+2066>@KarennaGore<U+2069> &amp; the work sheâ€™s doing at the <U+2066>@EarthEthicsCtr<U+2069> <U+2066>@UnionSeminary<U+2069>. She makes a powerful moral case to act on climate <U+2066>@IcahnMountSinai<U+2069> speaking to ethical &amp; public health impacts of the crisis. https://t.co/qFXoik8E3I","{0, 2.393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, -3.1, 0}",0.659,0.204,0.708,0.088,0
"With increasingly high temps &amp; deeper &amp; longer droughts, the US Southwest is on the front lines of the climate crisis. Itâ€™s also taking steps to lead on its solutions. Join us in Las Vegas this March for our next @ClimateReality training: https://t.co/rL2HFusfnd https://t.co/uWbrpFW2IR","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.1, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.296,0.08,0.837,0.084,0
"Iâ€™m deeply saddened about the passing of Jim Lehrer, an icon of American journalism. I knew Jim as a consummate professional, reporter, and debate moderator. His reliable voice and thorough coverage will be greatly missed.","{0, 0, -2.693, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.493}",-0.734,0,0.842,0.158,0
"Great to see @GretaThunberg at #WEF20 today. Once again, I was struck by her potent and sobering call to action. Nobody speaks truth to power as she does: â€œOur house is still on fire. Your inaction is fueling the flames by the hour.â€ https://t.co/tbd7mh1P4Y https://t.co/UzbdkMlvJr","{3.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -0.8, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.052,0.119,0.728,0.153,0
"There's no greater risk to the global economy than the climate crisis, according to @WEFâ€™s 2020 Global Risks Report. Environmental risks dominate short &amp; long term risk outlook. Business &amp; policy leaders should note this report with great urgency. #risks20 https://t.co/qjkKTkw7AD https://t.co/TjZRjYJ2AL","{0, 0, -1.11, 0.814, 0, 0, 0, 0, 0, 0, 0, -3.1, 0, 0, 0, 0, 0, -1.1, 0, 0, -1.1, -0.5, 0, 0, 0, 0, -1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1, 0, 0, 0, 0}",-0.727,0.11,0.631,0.26,0
"@NOAA @NASA New research also shows that in 2019, oceans were at their hottest level ever, more concerning evidence of Earthâ€™s warming. This directly leads to impacts such as extreme weather events and destruction of aquatic ecosystems. https://t.co/dgZb7xCRBS","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.7, 0, 0, 0, 0}",-0.477,0.039,0.872,0.09,0
